,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.6013689041137695,1.0555508136749268,-5.118018009397929e-09,0.5403400659561157,1.0013196468353271,0.00826435349881649,0.5053304433822632,0.896582305431366,0.003751909825950861,0.4996058940887451,0.8005410432815552,-0.00456677982583642,0.5088586211204529,0.7338598966598511,-0.011973613873124123,0.487724632024765,0.81437087059021,-0.014948233030736446,0.4479526877403259,0.6803470253944397,-0.028716182336211205,0.4452134966850281,0.6236065626144409,-0.035047776997089386,0.4469904899597168,0.5960041284561157,-0.03727372735738754,0.529442548751831,0.7907031178474426,-0.030407585203647614,0.49890264868736267,0.6431777477264404,-0.03953274339437485,0.4959372282028198,0.6126415729522705,-0.040364257991313934,0.49372002482414246,0.6187276840209961,-0.03942184895277023,0.5797931551933289,0.7893300652503967,-0.04408351704478264,0.5797644257545471,0.6620763540267944,-0.0518784262239933,0.5831851959228516,0.6987461447715759,-0.04286754131317139,0.5813494920730591,0.7583503723144531,-0.03461736440658569,0.6323166489601135,0.8086779117584229,-0.0571577250957489,0.6344538927078247,0.7318975925445557,-0.057962168008089066,0.6330080628395081,0.7618482112884521,-0.0443590022623539,0.6297973394393921,0.8107110261917114,-0.03225864842534065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5719231963157654,0.9741231203079224,2.3732651754926337e-07,0.5030127167701721,0.941969633102417,-0.03098721243441105,0.4392060935497284,0.8769278526306152,-0.051754679530858994,0.38698968291282654,0.8298059701919556,-0.07287729531526566,0.3429623246192932,0.7936481833457947,-0.09324098378419876,0.4697745442390442,0.6682699918746948,-0.022478343918919563,0.4453371465206146,0.5483941435813904,-0.047423236072063446,0.4289218783378601,0.4801117777824402,-0.06915953755378723,0.41511836647987366,0.4217867851257324,-0.08546639233827591,0.5117612481117249,0.6494501233100891,-0.027572203427553177,0.4929993748664856,0.5204558968544006,-0.05424373969435692,0.47400718927383423,0.4544731378555298,-0.07449453324079514,0.45704081654548645,0.4061400890350342,-0.08897942304611206,0.5557047724723816,0.6590961813926697,-0.03776722401380539,0.5472711324691772,0.5297898054122925,-0.07362291216850281,0.5334298014640808,0.5512596368789673,-0.0859987735748291,0.5233084559440613,0.5944180488586426,-0.0886230394244194,0.602411687374115,0.6889562606811523,-0.05055684223771095,0.5972514748573303,0.5835626721382141,-0.08067279309034348,0.5850251913070679,0.5930213332176208,-0.08768424391746521,0.5757091045379639,0.6288999915122986,-0.08856000006198883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.5187456011772156,0.8571751117706299,3.7900778693256143e-07,0.4544277787208557,0.8233456015586853,-0.034213826060295105,0.3996235430240631,0.7542240619659424,-0.05557631328701973,0.3534608483314514,0.697306752204895,-0.07590269297361374,0.31308722496032715,0.6508070230484009,-0.09512416273355484,0.43411126732826233,0.5705132484436035,-0.026957252994179726,0.4174954295158386,0.4537280797958374,-0.05247567966580391,0.4051988124847412,0.3824865221977234,-0.07501401007175446,0.3953718841075897,0.3201281428337097,-0.09170805662870407,0.47254958748817444,0.5549564361572266,-0.029007870703935623,0.4597843885421753,0.4282720983028412,-0.05515597015619278,0.4419516921043396,0.35148951411247253,-0.07673459500074387,0.4257371425628662,0.30000385642051697,-0.0921575203537941,0.5131590366363525,0.5670122504234314,-0.036110032349824905,0.5103983879089355,0.442793607711792,-0.06931614875793457,0.49330809712409973,0.4347063899040222,-0.08646849542856216,0.4774560034275055,0.4598996341228485,-0.09330317378044128,0.5567044019699097,0.5992839932441711,-0.04593716561794281,0.5581612586975098,0.4971671998500824,-0.07490987330675125,0.5422279238700867,0.48857390880584717,-0.08627364039421082,0.5235744118690491,0.5169506072998047,-0.09075875580310822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.4547976851463318,0.7535210847854614,5.861746785740252e-07,0.3961148262023926,0.7418283820152283,-0.037433747202157974,0.3429723381996155,0.7012248039245605,-0.06315889954566956,0.2939271926879883,0.6683268547058105,-0.08699028193950653,0.24832303822040558,0.6557112336158752,-0.1102394312620163,0.3577747642993927,0.4933331310749054,-0.03740408644080162,0.3440585136413574,0.3740575313568115,-0.0626591369509697,0.3336092233657837,0.29905378818511963,-0.08390970528125763,0.32599517703056335,0.23290321230888367,-0.09968982636928558,0.39514756202697754,0.46939483284950256,-0.037475477904081345,0.38245871663093567,0.3397529721260071,-0.06157837435603142,0.367928147315979,0.2557099461555481,-0.08241380006074905,0.3561564087867737,0.1962784230709076,-0.09813739359378815,0.4346843361854553,0.4754510223865509,-0.04185952991247177,0.4360641539096832,0.35948988795280457,-0.07326863706111908,0.4236565828323364,0.35850855708122253,-0.09161426872015,0.4107924997806549,0.38876867294311523,-0.09970157593488693,0.47598764300346375,0.5017378330230713,-0.04895414412021637,0.4799038767814636,0.40805938839912415,-0.07643389701843262,0.4669719934463501,0.3992878794670105,-0.08860090374946594,0.4496353566646576,0.4246501326560974,-0.09394132345914841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.4381577968597412,0.7289893627166748,7.66337905133696e-07,0.38285985589027405,0.7281454205513,-0.041120290756225586,0.3317030668258667,0.6990714073181152,-0.07185418158769608,0.28219282627105713,0.6869058609008789,-0.0999370738863945,0.23373785614967346,0.690976083278656,-0.12754175066947937,0.33811143040657043,0.4762935936450958,-0.04483078420162201,0.3220922648906708,0.35353967547416687,-0.07098725438117981,0.3112236559391022,0.27567678689956665,-0.09409937262535095,0.3028849959373474,0.20792484283447266,-0.11162559688091278,0.37660396099090576,0.45152223110198975,-0.04533752053976059,0.36093732714653015,0.3189309239387512,-0.0697808787226677,0.34729233384132385,0.2315613478422165,-0.092429980635643,0.33506524562835693,0.16572916507720947,-0.10995608568191528,0.417481005191803,0.4586239159107208,-0.04980512335896492,0.4169808328151703,0.3414708375930786,-0.08166467398405075,0.40617746114730835,0.34086236357688904,-0.09964224696159363,0.39213988184928894,0.3700839877128601,-0.10810259729623795,0.45832255482673645,0.4870551526546478,-0.05721928924322128,0.4612165093421936,0.3931967318058014,-0.08693315088748932,0.45049041509628296,0.3876495361328125,-0.09813077002763748,0.4342949092388153,0.4175589978694916,-0.10256076604127884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.43580174446105957,0.7244045734405518,8.391845085498062e-07,0.38255026936531067,0.7228366136550903,-0.04383577033877373,0.3324616849422455,0.7014991641044617,-0.07656129449605942,0.28422001004219055,0.702275812625885,-0.10662204772233963,0.23592275381088257,0.7161757946014404,-0.1364337056875229,0.3322084844112396,0.46645450592041016,-0.048960257321596146,0.31703242659568787,0.3396177291870117,-0.07598615437746048,0.30719298124313354,0.260026216506958,-0.09999429434537888,0.2996702194213867,0.1911039650440216,-0.11845459043979645,0.3714251220226288,0.44155311584472656,-0.048377834260463715,0.35655415058135986,0.30804890394210815,-0.07557941228151321,0.3432457447052002,0.21832534670829773,-0.10137152671813965,0.3321104645729065,0.1510181427001953,-0.12150286883115768,0.41271013021469116,0.449718713760376,-0.05176340788602829,0.41545188426971436,0.3327183425426483,-0.08650825917720795,0.4064643383026123,0.3373004198074341,-0.10809800773859024,0.3937029242515564,0.3722214698791504,-0.11889465153217316,0.4533044695854187,0.47789517045021057,-0.05812215432524681,0.4613703191280365,0.38524511456489563,-0.09027454257011414,0.45274460315704346,0.3842449188232422,-0.10433851182460785,0.43716928362846375,0.41847479343414307,-0.11096978187561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.4487592875957489,0.7197917699813843,8.982305530480517e-07,0.3966987133026123,0.7188111543655396,-0.039264168590307236,0.3469597399234772,0.7054750919342041,-0.07096352428197861,0.2988159656524658,0.7185410261154175,-0.10091272741556168,0.2542722821235657,0.7424482107162476,-0.13087919354438782,0.34319573640823364,0.4691333770751953,-0.048372138291597366,0.3306880593299866,0.3407401144504547,-0.07565203309059143,0.32358765602111816,0.25953683257102966,-0.09939860552549362,0.3183573782444,0.1894606351852417,-0.11727239191532135,0.382834255695343,0.44340088963508606,-0.05012943223118782,0.3694712817668915,0.30560755729675293,-0.07625535875558853,0.3576014041900635,0.21465662121772766,-0.10060431808233261,0.34768766164779663,0.14435777068138123,-0.11935532838106155,0.4257790744304657,0.451689213514328,-0.05508068948984146,0.4291384220123291,0.331937313079834,-0.08819399774074554,0.42300429940223694,0.3489840626716614,-0.10560329258441925,0.4126238524913788,0.39173194766044617,-0.11315079033374786,0.4682079255580902,0.4818647801876068,-0.06278504431247711,0.47972309589385986,0.39404720067977905,-0.09320706874132156,0.4749005436897278,0.3979671895503998,-0.10337952524423599,0.46221494674682617,0.4322485029697418,-0.10658203065395355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
